author,comment,publishedAt,likeCount
@radiance4858,"Telpon damkar siang, sore udang dateng buat evakuasi sarang tawon vespa di atap rumah. Terbaik damkar👍",2025-11-13T08:38:17Z,0
@G333rrr,Naikkan gaji damkar dan KAI,2025-11-13T08:33:43Z,1
@0120sour,seru banget,2025-11-13T08:30:32Z,0
@nekobyul,W DAMKAR,2025-11-13T08:29:02Z,0
@mradhayuda1,Wkwkwk. Monyet pakai seragam,2025-11-13T08:26:20Z,1
@Juharna1997-q5f,#naikkangajiDamkar,2025-11-13T08:24:49Z,0
@mutiarakhairunnisa8419,gila ya damkar indonesia kualitas kinerjanya udah setara sama kualitas kinerja tv series 9-1-1 padahal di USnya sendiri belum tentu kualitas damkarnya setara sama yang dipotray hollywood loh….,2025-11-13T08:22:23Z,74
@zahrahabibah-g3g,"keren sih damkar, aku pernah manggil buat ngilangin sarang tawon. sigap keren banget pake apd lengkap. the best pokonya.",2025-11-13T08:20:25Z,0
@clabangtam7,"Komandannya enak banget ya jelasinnya, kelihatan bgt bener2 paham tapi jg bisa santai",2025-11-13T08:19:19Z,0
@lisadestriani8410,Ikhlas ridho banget gaji suamiku dipotong pajak klo buat naikin gaji bapak bapak iniiiiiii. Sehat sehat ya pakkk bapak damkar,2025-11-13T08:18:53Z,0
@andriekh,"Terimakasih damkar sudah hadir, hadirpun rakyat berterimakasih",2025-11-13T08:18:09Z,0
@stefanyderek-e4u,naikan gaji damkarrr please,2025-11-13T08:16:30Z,0
@talitaaleandra2268,"damkar cukup si diindo ini, dripada polisi yg kerjanya cuma malak uang dijalan",2025-11-13T08:15:45Z,0
@Randomtun,Gw nyuci mobil pake jetcleaner karcher yang kecil aja kerasa itu tekanannya. Apalagi nozzel selang damkar 😂,2025-11-13T08:14:33Z,0
@arifatulkarimah9601,"Bapak2 damkar, semoga makin banyak rezekinyaa, semoga berkah dan pahala mengalir terus ya pakk ❤",2025-11-13T08:12:46Z,0
@SriWulandari-ec8qn,NAIKKAN GAJI DAMKAR SETARA DPRRR,2025-11-13T08:06:25Z,0
@upiiiiiii,"badan bapak-bapak damkarnya FIT, gk kayak onoh..",2025-11-13T08:02:31Z,0
@indahanjarsari6402,"Respect sama damkar, apalagi pas nyeritain anaknya terharu banget, kebayang ngejalanin kerjaan dengan resiko tinggi gitu pasti banyak khawatirnya.",2025-11-13T08:01:15Z,1
@WIZGONE,DAMKAR 🚒🚒💪,2025-11-13T08:00:49Z,0
@gilbaskoro,Kelas Kings Damkar 🔥🚒,2025-11-13T07:55:27Z,0
@KiwsAkira,tugas bomba lebih daripade itu,2025-11-13T07:54:28Z,0
@Zyrennn27,d sruh nonton sama si diera tiktok,2025-11-13T07:54:08Z,0
@Meatballs100,Waaa,2025-11-13T07:50:11Z,0
@Hafizahxoxo-k2l,""" Intinya kita hadir dulu "" Hadir dulu "" "" iya kita hadir dulu "" 
Kita ngak boleh menganggap remeh kedaruratan orang lain 🤍🤍🫶 
Semoga penuh keberkahan dan selalu dalam lindunganNya untuk profesi damkar as specially 💫",2025-11-13T07:46:43Z,0
@aghitsnataufiqa,they are not Damkar. They are literally DAMN-CARE ❤‍🔥🧑‍🚒👨‍🚒👩‍🚒🔥,2025-11-13T07:46:28Z,50
@baiwydn7652,i love damkar 💕,2025-11-13T07:45:11Z,0
@ariwiranto2359,seharusnya ngundang damkar yg kocak2,2025-11-13T07:43:53Z,0
@evasakinhnurr-tc5ls,Menurut gue pahlawan sebenarnya itu adalah damkar kenapa karena mereka gercep kalau ada laporan dari masyarakat bukan seperti yang sebelah kalau mau laporbharus ngurus ini itu,2025-11-13T07:40:44Z,0
@sukahola,gokil 😂 narasumbernya berbagai profesi mantep bang,2025-11-13T07:36:48Z,0
@mochdzikrykembara7689,BRAVOOO DAMKAR INDONESIA 😍🤩,2025-11-13T07:34:08Z,0
@eden.claire,"""Itu anaknya dimasukin ke keranjang?""
Bang, air mata gue naik lagi 😭😭",2025-11-13T07:28:10Z,61
@virasavarinda4607,boleh ga sih mau minta tolong damkar buat benerin atap rumah yg bocor :'((,2025-11-13T07:26:06Z,0
@Syaqilkha,DAMKAR 1 VS POLRI 0,2025-11-13T07:19:44Z,0
@senandunghujan94,😂😂😂,2025-11-13T07:19:07Z,0
@buburkacang8182,"PLEASE PA BOWO,  JADIKAN DAMKAR PAHLAWAN AKTIF ( biasannya dpt gelar pahlawan hrus mokad dulu)",2025-11-13T07:13:42Z,1
@SitiRohma-t6d,awas bg Radit nanti si Cokelat minta di undang juga,2025-11-13T07:11:55Z,0
@dionysiusbagus778,semalem barusan kejadian temen gw manggil damkar buat ngilangin sarang tawon vespa bang 😂,2025-11-13T07:10:01Z,0
@karimahalmarwaziyah01,lebih gagah dari isilop,2025-11-13T07:07:06Z,0
@fajriamuthmainnah6668,Terharuuuu😢😢😢❤❤,2025-11-13T07:05:22Z,0
@tinamath1460,"Petugas yg sebelah KANAN , tata bahasa nya bagus banget",2025-11-13T07:04:25Z,0
@Nurafifa.15,"Gilak keren bgt bapak² damkar ini, mana postur tubuhnya bagus, ga kayak instansi satunya yg lumayan susah geraknya",2025-11-13T07:04:12Z,0
@muhammadthamrin1657,"Terimakasih mas raditya dika, menghadirkan sosok pahlawan yg bekerja tanpa sorotan..",2025-11-13T07:01:48Z,0
@dedesugiarti8483,"diatap rumahku ada sarang tawon, anakku inisiatif hubungi DAMKAR, gercep DAMKAR minta shareloc n msalah teratasi, terimakasih DAMKAR, emang DAMKAR THE BEST bgt deh 🙏🏻👍🏻",2025-11-13T06:59:16Z,14
@Topsoil_ts,"kata kata kita hadir dulu di masyarakat, itu yg tidak ada di polisi",2025-11-13T06:58:47Z,1
@anythingcouldhappen13,damkar the best lah dari pada institusi itu :))))),2025-11-13T06:57:30Z,0
@SusuZee,"Terima kasih sudah merayakan Hari Ayah bareng Zee. Teruslah menginspiraZEE, Pak Damkar ❤️

Inget kata Pak Damkar, jangan sampai tinggi badan jadi penghalang buat gapai cita-cita 🤗",2025-11-13T06:56:57Z,2515
@TodaKartika-m5q,Aku yg pernah dibantu damkar bsd Karena cincin ga bisa di buka😬 terimakasih bapak2 damkar🫡,2025-11-13T06:52:15Z,0
@DaraLaelaAVO,damkar > polisi,2025-11-13T06:44:35Z,0
@annisadwi6468,mas septian bisa aja nyeletuknya,2025-11-13T06:41:51Z,0
@BrandonYang-t3t,Ngopi sambil muter diGaruda Hoki jepi 35jt juga Manteeb bat🐼,2025-11-13T06:40:54Z,194
@BrittanySingh-r2y,Awalnya takut rungkad diGaruda Ho ki-tapi sekarang rasanya puas bgt karena akhirnya Maxwin 30juta👌,2025-11-13T06:40:48Z,0
@JulieMartinez-z9q,"Awalnya cuma coba-coba main diGa ruda Hoki, eh sekarang nggak bisa lepas dari ini 😍",2025-11-13T06:40:48Z,0
@WilliamRangel-e8x,"Sekali depo, langsung ngerti kenapa banyak komentar yang rekomendasiin maen diGaruda-Ho ki🔥",2025-11-13T06:40:44Z,0
@devinaoktavia2357,"diriku anak dari seorang ayah yang bekerja sebagai damkar,amat sangat banggaa hihi",2025-11-13T06:38:04Z,0
@Riolazuardi-y9k,"Lebih mulia damkar daripada polisi, itu fakta tapi bnyak yg gk suka.",2025-11-13T06:37:32Z,0
@BilaHilang,"gas bang, praktek. tapi di kantor damkar. gw gak bisa membayangkan seorang introvert bisa memadamkan api",2025-11-13T06:35:34Z,0
@oz2967,"wah underated sih ini episod,,, thanks bang radit",2025-11-13T06:33:29Z,0
@FitrianaFitriana-is4ph,Kayaknya yang mau jadi DAMKAR emang orang orang yang hatinya tulus mau nolong orang,2025-11-13T06:33:20Z,0
@chandramulia11,Kenapa pas kasus monyet ke ingetnya yono yak😭😭🙏🏼,2025-11-13T06:33:13Z,0
@esriaa208,Rispect,2025-11-13T06:28:08Z,1
@mjhdfdnllh,"Bang Radit, itu kalo ada timnya di backstage yang lagi batuk tolong jangan masuk ruangan pas recording. Beberapa kali kaget gegara suara batuk bjir 🥲",2025-11-13T06:27:43Z,1
@filmincg,Keren banget! dedikasinya benar-benar sampai kehati masyarakat. Terima kasih bang Radit karena sudah memberi ruang bapak-bapak damkar untuk bercerita pengalaman dan rintangan mereka ketika berada dilapangan,2025-11-13T06:27:21Z,2
@dessyep577,Anak sy kekunci di kamar pun kepikirannya ke damkar. Anak sy kesangkut di kursi jg kepikirannya bawa ke damkar. Salut dg damkar bisa jd top of mind masyarakat kl lg paniqqqq 😂❤😊,2025-11-13T06:25:40Z,20
@Wildan_AK,KING DAMKAR 💪😍✌️ instansi no1 jarang bikin KECEWA,2025-11-13T06:25:22Z,1
@rendranugraha5588,"""Apapun laporan masyarakat, kita ga akan menganggap remeh..."" Tolong diproduksi massal jadi kaos bagikan ke banyak orang... Supaya MALU itu tetangga yang semboyannya... ""Sudah jual Sawah / Tanah, masak masih disuruh kerja, yang bener aja! RUGI DONG!",2025-11-13T06:24:58Z,1
@bagusjulianto4470,undang polisi hehe,2025-11-13T06:24:18Z,1
@callme-brian,"turunin aja anggaran buat polisi, buat apa sih kalo ngga mengayomi masyarakat, BACA NIH BUAT LU LU POLISI",2025-11-13T06:22:13Z,1
@sheillaseptyana5862,"Aaaaaaa gilasi, ini baru namanya polisi masyarakat. Bangga banget punya damkar!!! 😍😍",2025-11-13T06:22:09Z,1
@betabolaid,banyak premis,2025-11-13T06:21:56Z,1
@ronimuhammad9523,Sederhana tapi polisi tidak bisa,2025-11-13T06:19:19Z,1
@gripenfotocopy28,next undang  basarnas,2025-11-13T06:18:16Z,2
@nopleng5069,kok instansi sebelah ngga bisa menjelaskan persyaratan sebagus ini ya ?,2025-11-13T06:16:54Z,1
@Wowza19,Bg radit terlihat kecil disandingkan dgn Bpk2 Damkar ini 😂,2025-11-13T06:16:00Z,1
@laffsyuu,"Ngobrolnya smooth bgt, seruuu meskipun iklan 😂🤣",2025-11-13T06:13:01Z,2
@izdihaarchanel3789,Ini efek kamera apa memang Radit sekecil itu,2025-11-13T06:11:41Z,1
@yovitafrancisca1787,GBU Bapak2 damkar,2025-11-13T06:10:20Z,1
@evianisa9803,"Aku pernah buat laporan sarang tawon soalnya itu beneran ganggu bgt, sampe temen aku kena sengatanya di kaki.",2025-11-13T06:09:05Z,1
@jessienvt,Kereennnn bgtt bang,2025-11-13T06:08:24Z,1
@ikann7636,"jujur aja gw dapet edukasi dulu banget sblm nonton upin ipin taunya damkar ya cuma madamim api, tapi semenjak nonton upin ipin beberapa tahun lalu mungkin 10-8 tahun lalu jadi ngerti kalo damjar tugasnya ga cuma itu wkwkwk",2025-11-13T06:06:30Z,0
@Mia-bf1zv,Terharu banget:( keliatan banget genuine di setiap tugas🥺🥺 kayaknya kalo lapor kehilangan jga langsung damkar aja:(,2025-11-13T06:05:33Z,0
@noorseptriana2327,mas mas komandannya mirip densu wkwkw,2025-11-13T06:05:11Z,0
@SALTANATEARAIN-BWP-PUNJAB,"Raditya selalu bisa bikin kombinasi humor dan pesan dengan pas. Gue sambil buka 𝘽𝙀𝙈𝟰𝘿, komentar orang-orang seru banget.",2025-11-13T06:02:14Z,0
@IkoduMuzka,Cara dia ngobrol ke kamera santai tapi tetap nyambung sama penonton. Gue sambil cek 𝘽𝙀𝙈𝟰𝘿 buat liat komentar tambahan.,2025-11-13T06:02:09Z,0
@raniaema1558,"Gaya Raditya Dika bikin video selalu fresh dan menarik. Gue sambil scroll 𝘽𝙀𝙈𝟰𝘿, rame banget komentar orang.",2025-11-13T06:02:09Z,0
@ANAS-xq7ke,Cara dia ngobrol ke kamera santai tapi tetap nyambung sama penonton. Gue sambil cek 𝘽𝙀𝙈𝟰𝘿 buat liat komentar tambahan.,2025-11-13T06:02:08Z,0
@sarojnisingh1148,Pesan yang disampaikan gampang diterima tapi tetep menyentuh. Banyak yang bahas hal ini di 𝘽𝙀𝙈𝟰𝘿 juga.,2025-11-13T06:02:08Z,0
@rasmisethi297,"Video ini bikin ngakak tapi juga bikin introspeksi. Gue sambil buka 𝘽𝙀𝙈𝟰𝘿, banyak orang punya opini lucu juga.",2025-11-13T06:02:08Z,0
@Meztahveloz,Lucu tapi juga bikin sadar. Banyak thread di 𝘽𝙀𝙈𝟰𝘿 yang membahas sisi serius video ini.,2025-11-13T06:02:08Z,0
@Catchme243,Pesan yang disampaikan gampang diterima tapi tetep menyentuh. Banyak yang bahas hal ini di 𝘽𝙀𝙈𝟰𝘿 juga.,2025-11-13T06:02:05Z,0
@Best-gadget-home9292,"Video ini bikin ngakak tapi juga bikin introspeksi. Gue sambil buka 𝘽𝙀𝙈𝟰𝘿, banyak orang punya opini lucu juga.",2025-11-13T06:02:05Z,0
@AnandMuktan,"Cara Raditya nyampein pesannya santai tapi kena banget. Gue sambil cek 𝘽𝙀𝙈𝟰𝘿, banyak komentar menarik.",2025-11-13T06:01:50Z,0
@moiseszx_,"Wah, Raditya Dika selalu punya cara unik untuk kasih pesan. Gue sambil baca komentar di 𝘽𝙀𝙈𝟰𝘿, seru banget.",2025-11-13T06:01:50Z,0
@ff_target-1CR,Kocak tapi tetap ada pelajaran terselip. Banyak thread di 𝘽𝙀𝙈𝟰𝘿 yang bahas hal serupa.,2025-11-13T06:01:45Z,0
@lilani76,Kocak tapi tetap ada pelajaran terselip. Banyak thread di 𝘽𝙀𝙈𝟰𝘿 yang bahas hal serupa.,2025-11-13T06:01:44Z,0
@mrsingh8081,Raditya emang pandai bikin orang relate sama apa yang dia ceritain. Banyak komentar seru soal ini di 𝘽𝙀𝙈𝟰𝘿.,2025-11-13T06:01:42Z,0
@Opdost-c7s,Raditya Dika selalu bisa bikin kita senyum tapi juga mikir. Sambil nonton gue buka 𝘽𝙀𝙈𝟰𝘿 buat hiburan tambahan.,2025-11-13T06:01:41Z,0
@Karanbhavik,"Gaya penyampaian Raditya santai tapi kena di hati. Gue sambil scroll 𝘽𝙀𝙈𝟰𝘿, rame banget bahas hal ini.",2025-11-13T06:01:41Z,0
@HimanshuPanchal-ld4yu,Kontennya ringan tapi bikin mikir juga. Sambil nonton gue cek 𝘽𝙀𝙈𝟰𝘿 buat perspektif tambahan.,2025-11-13T06:01:41Z,0
@dusengimanajeanbosco6267,"Wah, Raditya Dika selalu punya cara unik untuk kasih pesan. Gue sambil baca komentar di 𝘽𝙀𝙈𝟰𝘿, seru banget.",2025-11-13T06:01:39Z,0
@RiyalMaruf,Kocak tapi tetap ada pelajaran terselip. Banyak thread di 𝘽𝙀𝙈𝟰𝘿 yang bahas hal serupa.,2025-11-13T06:01:39Z,0
@abdusemedmustefa9488,Raditya Dika selalu bisa bikin kita senyum tapi juga mikir. Sambil nonton gue buka 𝘽𝙀𝙈𝟰𝘿 buat hiburan tambahan.,2025-11-13T06:01:38Z,0
@Footyfrenzy-b2i,"Gaya penyampaian Raditya santai tapi kena di hati. Gue sambil scroll 𝘽𝙀𝙈𝟰𝘿, rame banget bahas hal ini.",2025-11-13T06:01:38Z,0
@Visonsloin,Video kayak gini bikin mood langsung naik. Banyak fans di 𝘽𝙀𝙈𝟰𝘿 juga bahas detail lucu dari video ini.,2025-11-13T06:01:38Z,0
@اشاراتكنوزاليمن,Ini video lucu tapi ada insight yang dalam. Banyak yang ngobrol soal ini di 𝘽𝙀𝙈𝟰𝘿 juga.,2025-11-13T06:01:38Z,0
@AdnanSami-u6k,Ini video lucu tapi ada insight yang dalam. Banyak yang ngobrol soal ini di 𝘽𝙀𝙈𝟰𝘿 juga.,2025-11-13T06:01:37Z,0
@SumbalKitchenMenu,Video kayak gini bikin mood langsung naik. Banyak fans di 𝘽𝙀𝙈𝟰𝘿 juga bahas detail lucu dari video ini.,2025-11-13T06:01:35Z,0
@Moonnliitt,"Keren, video ini bener-bener bikin mikir tapi tetep menghibur. Banyak diskusi lucu di 𝘽𝙀𝙈𝟰𝘿 soal ini.",2025-11-13T06:01:33Z,0
@samuel00-v5i,Ini video lucu tapi ada insight yang dalam. Banyak yang ngobrol soal ini di 𝘽𝙀𝙈𝟰𝘿 juga.,2025-11-13T06:01:32Z,0
@Mirbon_gaming,Video kayak gini bikin mood langsung naik. Banyak fans di 𝘽𝙀𝙈𝟰𝘿 juga bahas detail lucu dari video ini.,2025-11-13T06:01:32Z,0
@JivantikaVaghela-k1t,"Gaya penyampaian Raditya santai tapi kena di hati. Gue sambil scroll 𝘽𝙀𝙈𝟰𝘿, rame banget bahas hal ini.",2025-11-13T06:01:31Z,0
@judyhmingthansiami1996,Ini video lucu tapi ada insight yang dalam. Banyak yang ngobrol soal ini di 𝘽𝙀𝙈𝟰𝘿 juga.,2025-11-13T06:01:30Z,0
@AnimeManga-hg5sw,"Wah, Raditya Dika selalu punya cara unik untuk kasih pesan. Gue sambil baca komentar di 𝘽𝙀𝙈𝟰𝘿, seru banget.",2025-11-13T06:01:30Z,0
@vunguyen-2024,Video kayak gini bikin mood langsung naik. Banyak fans di 𝘽𝙀𝙈𝟰𝘿 juga bahas detail lucu dari video ini.,2025-11-13T06:01:30Z,0
@MuhammadZIA-c3x,"Gila, video ini lucu tapi ada sisi seriusnya juga. Banyak orang di 𝘽𝙀𝙈𝟰𝘿 juga bahas hal serupa.",2025-11-13T06:01:29Z,0
@QuaraworkGaming-k6t,"Gila, video ini lucu tapi ada sisi seriusnya juga. Banyak orang di 𝘽𝙀𝙈𝟰𝘿 juga bahas hal serupa.",2025-11-13T06:01:28Z,0
@K.e.y_senpai,Raditya Dika emang jago bikin konten yang relatable. Sambil nonton gue juga buka 𝘽𝙀𝙈𝟰𝘿 buat liat komentar orang lain.,2025-11-13T06:01:28Z,0
@travelwithbussimulator,Raditya Dika emang jago bikin konten yang relatable. Sambil nonton gue juga buka 𝘽𝙀𝙈𝟰𝘿 buat liat komentar orang lain.,2025-11-13T06:01:26Z,0
@Divotional-d9t,"Gila, video ini lucu tapi ada sisi seriusnya juga. Banyak orang di 𝘽𝙀𝙈𝟰𝘿 juga bahas hal serupa.",2025-11-13T06:01:26Z,0
@DARK992x,"Keren, video ini bener-bener bikin mikir tapi tetep menghibur. Banyak diskusi lucu di 𝘽𝙀𝙈𝟰𝘿 soal ini.",2025-11-13T06:01:19Z,0
@vinztravelersdiary,Raditya Dika selalu bisa bikin kita senyum tapi juga mikir. Sambil nonton gue buka 𝘽𝙀𝙈𝟰𝘿 buat hiburan tambahan.,2025-11-13T06:01:19Z,0
@feraelva7261,Siapa yg kesini gara2 mb2 di TT nyuruh nonton ini😅,2025-11-13T06:01:09Z,0
@Ureiss,"Respect banget damkar😢❤❤, pahlawan masyarakat❤❤❤❤",2025-11-13T06:00:51Z,0
@delmondre,kalo isilop diundang aja ga bakal datang keknya,2025-11-13T05:59:46Z,0
@aullfeb924,ini damkar di daerah kalian se helpful ini juga? atau ada beberapa yg sama aja kaya sebelah?,2025-11-13T05:56:49Z,0
@YTPREMI01,"badan nya bagus bagus banget beda ama temen seangkatan saya yang jadi manglici, muehhe",2025-11-13T05:55:44Z,0
@sardenrebus,Lebih respect ke pemadam dari pada.....,2025-11-13T05:55:23Z,0
@ariestamardiana2894,"i lope u damkar,  instansi yang lain up dulu udah gak ketolong bobroknya🤭",2025-11-13T05:54:46Z,0
@dianindah7819,Keren ya damkar kerjanya sepenuh hati,2025-11-13T05:53:08Z,0
@rismacimot1996,Lah keren Bang andi ini saudara suami aku 😂,2025-11-13T05:49:49Z,0
@priskanancy,Semangatttt bapak bapak damkarrr❤❤❤,2025-11-13T05:47:15Z,0
@m.fathurrab2342,"Damkar dan Satpam BCA definisi berseragam yang bener.
Yang lain mah yaaa gitu lah.",2025-11-13T05:47:00Z,0
@heniardagarini6493,Bang Radit kenapa yahhh mau ngobrol sama siapa aja bisa nyambung gitu 🤣👍,2025-11-13T05:46:24Z,0
@AzharFaisal-p6y,orang yg masuk damkar mindsetnya emang ingin jadi 'pelayan' masyarakat. kalo yg yg sebelah sibuk buat naik jabatan sama 'pride',2025-11-13T05:45:39Z,0
@iffadaprimasyafa9340,"dan di sela"" aku nonton podcast iniiii, adekku yg umur 3 tahun kekunci di kamarrrr. sempet kepikiran utk panggil damkar, tp krn tetangga ada yg tukang kunci jd minta tlg beliau.. ada ajaaa ceritanyaa pdhl lg nontonin podcast bang radit, wkaoakkakaka",2025-11-13T05:44:38Z,0
@niamomoo,panggil damkar bayar berapa ya. ada yg pengalaman manggil damkar?,2025-11-13T05:44:32Z,0
@genhidayatullah,"keren, damkar menghargai rakyat indonesia. trusted, its works",2025-11-13T05:41:34Z,0
@aldamanik7145,LEBIH RIDO PAJAK NEGARAA DI PERGUNAKAN BUAT PERLENGKAPAN DAN APBD DAMKAR KETIMBANG YANG ONO,2025-11-13T05:37:53Z,0
@bayuajie8052,dulu dkt rmh saya ada mbl kecemplung di saluran air.. dan dibantu oleh team Damkar..,2025-11-13T05:37:06Z,0
@nichieflair,please 10juta views buat pahlawan damkar 🤩,2025-11-13T05:35:39Z,0
@cazanid802,the real hero,2025-11-13T05:34:53Z,0
@KartutiKartuti-q8t,❤😂i love damkar,2025-11-13T05:34:52Z,0
@indahfaradilla-e1n,dari awal saya nonton Upin Ipin saya percaya tugas bomba lebih dari pada ituu,2025-11-13T05:34:18Z,0
@SunarYati0211,Hari DAMKAR nasional🎉,2025-11-13T05:34:11Z,0
@melindafitriyani5711,Naikin gaji pegawai damkarrr sih,2025-11-13T05:33:07Z,0
@AanRamadhan-v2j,""" Apapun laporan masyarakat kita tidak menggap remeh"" ❤❤",2025-11-13T05:32:51Z,0
@Nnda_nande,Cumaa damkar yang bisa dipercayaaa daripada instansi soklat² itu,2025-11-13T05:31:12Z,0
@siapaDia-t3i,"Tugasnya kek too much ga sih? Gamau share ke badan satu lagi? Oh iya lupa, harus pake pelicin dulu 😅",2025-11-13T05:30:41Z,0
@joyboy17-o1o,"Gua udah coba banyak, tetep paling hoki ya di 👑𝗕𝗘𝗥𝗞𝗔𝗛𝗦𝗟𝗢𝗧👑",2025-11-13T05:29:40Z,0
@azizahsho,bang radit undang relawan Palang Merah Indonesia yg dulu abang pernah jadi PMR 😂,2025-11-13T05:29:32Z,0
@hazryrahman761,Naikkan Gaji Damkar,2025-11-13T05:26:44Z,0
@ni6772,"Mau nanya dong ..damkar bisa bantu nanganin tiang listrik yg miring ke rumah ga ? 😭🙏aku udah 3x lapor pln  cuma di foto doang dan terakhir ga di tangani apa"" 😢sedangkan cuaca sekarang hujan angin besar terus menerus ..keluarga tidur di rumah ketar ketir tiap hari takut banget ada apa"" 😭🙏tolong bantu jawab",2025-11-13T05:26:36Z,0
@risfamardhiyah2226,"🐵: sial, jd gw cman jadi pancingan... 🤬",2025-11-13T05:26:01Z,0
@AmtulQureshi-c5t,"Kirain depo 20k bakal zonk di ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah di kasih 37jt   🔥",2025-11-13T05:24:37Z,0
@Kareem-x2z3k,"Kirain depo 20k bakal zonk di ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah di kasih 37jt   🔥",2025-11-13T05:24:37Z,0
@AbdulRasheed279-s8n,"Member baru✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟 nih, gak nyangka langsung dikasih hoki 😍",2025-11-13T05:24:30Z,0
@KovooMood,"Kirain depo 20k bakal zonk di ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah di kasih 37jt   🔥",2025-11-13T05:24:30Z,0
@SunnyKing88,"Kirain depo 20k bakal zonk di ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah di kasih 37jt   🔥",2025-11-13T05:24:29Z,0
@YNWJoker,"❤️GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️Gak nyangka banget, scatter turun bertubi-tubi! 🎰",2025-11-13T05:24:27Z,0
@ARSWWW-c3e,"Iseng daftar ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah meledak 15jt,  bikin kaget 💎",2025-11-13T05:24:26Z,0
