author,comment,publishedAt,likeCount
@Jayeshblogger511,"Ini tipe video yang bikin kita berhenti sebentar dari hiruk-pikuk, termasuk dari hal kayak B.B.C.A.4D.",2025-11-14T00:53:58Z,0
@mariawatisiringoringo8795,Unsur negara yang paling saya respect full adalah petugas DAMKAR ❤,2025-11-14T00:49:22Z,0
@VVUPenthu,Radit udah kecil makin kecil😭🤣🤣,2025-11-14T00:48:40Z,1
@destyaaaaa,"seru bangettttt wkwkwk lucu lagi, ga berasa ini mah 52 menit wkwk",2025-11-14T00:42:47Z,0
@rkyives,"Bang Radit peak moment damkar di daerahku, ada kesurupan lapor damkar 😂",2025-11-14T00:38:36Z,1
@galuhhasanbahtiar7377,"ganti aja polisi ama damkar dah, lebih berguna damkar ini, harus nya kaya gini mengayomi masyarakat tuh",2025-11-14T00:33:40Z,4
@NurAeni-pe2gp,"Badannya bagus2, keliatan sehat2 dan gesit, keren",2025-11-14T00:29:00Z,0
@amuyyii,Semoga gaji damkar setara sama kinerja nya❤️,2025-11-14T00:18:51Z,0
@ikaseptia3369,"yg coklat bubarin aja, instansi jelek, birokrasi jelek, isinya mayoritas oknum, yg bener2 polisi bs dihitung",2025-11-14T00:16:24Z,72
@noordewi537,🥲 terharu bgt,2025-11-14T00:06:30Z,0
@natttaa,"ini podcast terlucu wkwkwk, pak damkar jokesnya masuk bangettt😭😭😭😭",2025-11-14T00:06:08Z,0
@angelicapanggabean1002,"jgn salahin masyarakat yg membandingkan damkar dengan polisi, krn bukan lg rahasia umum, pengalaman buruk yg dirasakan masyarakat terhadap polisi. lalu kita ketemu damkar yg lebih bisa menolong. yah maka wajar masyarakat membandingkan. dan harusnya polisi berbenah, bukannya tersinggung",2025-11-14T00:03:57Z,4
@zetsuya5761,Naikkan gaji damkar,2025-11-14T00:03:15Z,1
@annisasafira14,"Pernah manggil damkar di kosan karna ada ular, langsung dateng nangkep. Mantap bgt, semoga jaya selaluu",2025-11-14T00:02:22Z,1
@ladinakaren7729,"Iya juga yaa.""""nggak terlatih untuk itu""""""❤❤semangat para dangkee",2025-11-13T23:58:44Z,0
@nutrijambu7510,SIGIT TOLONG BANGET INI DITONTON,2025-11-13T23:58:30Z,0
@dennimaulana8385,NAIKIIN GAJI DAMKARRR,2025-11-13T23:39:02Z,1
@maysiretnopangestika4271,"‘Damkar ini melayani masyarakat’ DANG, beda bgt sm sebelah yg tiep hari koar koar melayani & mengayomi masyarakat juga tp malah ga pernah keliatan kerjanya🤣",2025-11-13T23:36:21Z,1
@Kurohiko,"02:40 ""tinygi nya tingkat kepercayan masyarakat""",2025-11-13T23:35:45Z,44
@ajwdvoice,"wih bang septian masuk, udh ngikutin youtubenya dari lama",2025-11-13T23:25:28Z,0
@TazkiaAuliaRamadhan-r2e,The real pahlawan Indonesia DAMKAR❤,2025-11-13T23:25:12Z,0
@riidddtv3302,Salut sama blangweer kita,2025-11-13T23:24:49Z,0
@liana9495,Kalau bisa di kasih seribu like  ni konten atau bahkan lebih akan ku kasih ribuan like untuk konten satu ini,2025-11-13T23:17:19Z,0
@heyosam249,"Institut sebelah : lah bukan urusan saya,saya gak ikut2 an itu",2025-11-13T23:05:29Z,0
@GgPrintJ2,bang jangan undang yang sebelah ya,2025-11-13T23:04:46Z,0
@DiasIrawati,Smangat Damkar,2025-11-13T22:49:07Z,0
@SitiAminah-cd6yc,"Bapak2 damkar ini badan2nya bagus ya, gagah",2025-11-13T22:37:58Z,0
@NiLuhGedeSukmaPratiwiPutri,Kerenn bangett damkarrr😊,2025-11-13T22:33:37Z,0
@CookieDumCat,"Temen gw pernah nelpon damkar gegara listriknya dia mati dianya takut buat ngecek keluar karna takutnya sengaja dimatiin sama orang biar dia keluar rumah. Damkarnya nggak mau dateng soalnya emang lagi mati listrik di daerah situ 😂 
Wajar sih dia takut soalnya dia kan ibu2 single parent, dia tinggal sendiri sama anak2nya yg masih kecil. Cuma emang agak berlebihan dia takutnya, padahal bisa dia telpon tetangga buat konfirmasi dulu apa lagi mati listrik atau gimana gitu 😅",2025-11-13T22:33:09Z,0
@windinovianti6487,"Bang radit, anak istrinya endors susu P dia endors susu zee 🤣",2025-11-13T22:30:01Z,0
@trimulyadi333,Mas Septian ❤,2025-11-13T21:02:43Z,0
@risdy_rifdy,bener mereka mengutamakan kegawat daruratan. jadi inget pernah tlfn damkar coz gas bocor di rumah posisi di rumah sendirian. makasih yaa abang2 damkar dimanapun berada,2025-11-13T20:53:16Z,0
@nostroviapetrenko3152,"Buat Damkar, ambil aja pajak gua nih. Ikhlas gua.",2025-11-13T19:48:08Z,0
@farizhammad704,Vlog ke kantor damkar bang radit,2025-11-13T19:31:03Z,0
@TDOfficial.113,"Damkar Seharus nya di Bentuk menjadi sebuah Kementerian , karna apa? Karna pemerataan sarana dan prasana armada Damkar tidak merata di seluruh Indonesia , dan Peningkatan SDM personil harus lebih di tingkatkan lagi karna kasus” di lapangan banyak yg memerlukan skill khusus",2025-11-13T18:34:05Z,1
@ollaoz6751,Sumpah seru banget ada part 2 dong bang radit 🙏🏻,2025-11-13T18:23:03Z,0
@aslikhulikhwan4737,"Semoga kedepannya citra dan Marwah Damkar tidak pernah tercoreng. Jangan sampai 1 kompi jadi oknum semua, amit-amit.

36:33 aku pernah lihat ada vendor isi ulang apar gitu, kemungkinan leher botol itu meleduk. Tapi teman kerjanya cuma cengengesan aja. Aku yang lihat aja berasa mau bantu, tapi aku sendiri gak tau langkah2 kemanan kerja mereka. Sampe aku lihat orang yg kene semburan itu, minggir sambil kek kesusahan bernafas gitu, kasian.",2025-11-13T18:12:16Z,0
@oxgen3,"harapan Indonesia Emas 2045 karena calon presiden/presiden ❌
karena masih ada damkar ✔
😂",2025-11-13T18:07:34Z,0
@sitikholila4239,We love u damkar,2025-11-13T18:01:33Z,0
@dwisetiawan2025,NAIKIN GAJI DAMKAR!!!!!,2025-11-13T17:58:44Z,0
@inengahwiranata3539,Cung yang kesini karna tik tok,2025-11-13T17:14:40Z,0
@cikaaida2183,bang raditt next tim SAR,2025-11-13T17:12:26Z,0
@righthere45,HIDUP DAMKARRRR,2025-11-13T17:12:20Z,0
@TemariWigi,"ganteng, iya. gagah, iya. family man, iya. peduli masyarakat juga iya. emag bole sesempurna itu pak damkar?",2025-11-13T16:43:12Z,2
@syamgoldenfill1739,"Saya setuju DAMKAR naik level menjadi pengayom dan pelayan masyarakat Indonesia. 
Sudah saatnya Pemerintah mensupport penuh apapun kebutuhan saat bekerja seluruh petugas DAMKAR di seluruh pelosok negeri.",2025-11-13T16:40:47Z,0
@redpeony13,Podcast paling menarik sepanjang masa,2025-11-13T16:36:51Z,0
@Ngentttt,derajat damkar diatas POLISI YG SAMPAH,2025-11-13T16:23:42Z,0
@Pobieeey,dedikasi mereka woii..  layakkan gaji mereka!,2025-11-13T16:23:29Z,0
@zoeys4777,"COKLAT LIAT INI COKLAT, EH POLISI MKSTNYA NORMALISASI LANGSUNG SEBUT NAMA KL MAU NYINDIR GUYS",2025-11-13T16:09:07Z,0
@alinamaftucha5455,Damkar memang idola❤😊 semoga dimudahkan urusannya dunia akhirat pejuang keluarga semua.,2025-11-13T16:03:12Z,1
@balqisqiwank2340,Gokil si ini konten daging banget 🫶🏻🥳👏🏻👏🏻👏🏻,2025-11-13T16:01:53Z,0
@Edark0909,Terima kasih damkar❤❤❤,2025-11-13T15:48:10Z,0
@ivolalitawidodo2432,best 🎉,2025-11-13T15:45:06Z,0
@lusianurhaliza7510,"tata bahasanya rapi, sangat hati-hati, enak didenger, ketulusannya nyampe juga ke penonton, sehat2 pahlawan",2025-11-13T15:41:11Z,0
@AmeliaNoorInayah,Tim 4kali manggil damkar gara gara biawak😭,2025-11-13T15:40:45Z,0
@toriniku7251,keren sih bapa2....,2025-11-13T15:36:41Z,0
@jihanfahiro3964,"Kalo yang ono pas dateng malah di oper oper , bikin surat ini itu sebelum dibikinin surat disuruh bayar dolo.",2025-11-13T15:34:52Z,0
@Barudin88,ACAB FOREVER!!!,2025-11-13T15:32:25Z,0
@cristjohn6478,"Bisa gk sih.. Buat calon anggota polisi sama calon pejabat dibuat program ""Wajib damkar"" dulu.. Magang di damkar se tahun gitu.. Biar kalo ada laporan masyarakat bisa sat set..",2025-11-13T15:30:52Z,0
@yungslur,GAGAH TP LUCU BGT ANJRRR SERBA BISA 😭,2025-11-13T15:30:51Z,0
@stillynhue,"33:05 bro took the Advertisement way too serious 😭😭😭😭
HELPPPP",2025-11-13T15:30:35Z,2
@jindoriii,damkar out there doing some side quest#rimspek,2025-11-13T15:24:28Z,0
@ylsyada,Pak komandannya lucu juga suka ngelawak wkwk,2025-11-13T15:21:28Z,0
@makannyumnyum,Yang di podcast arafah Abang damkarnya cerita kakek2 buah zakarnya nyangkut di lobang kursi trus manggil damkar. Anjir masih ngakak ampe sekarang denger tuh cerita,2025-11-13T15:20:31Z,0
@putridn6139,dsuruh sm mba diera utk nnton alhasil nnton,2025-11-13T15:17:57Z,0
@arisyahdatulumami,Body damkar lebih baik dari si coklat kebanyakan makan pungl1,2025-11-13T15:16:24Z,1
@Prestasetiyasih,"Radit sepanjang podcast ini ketawanya renyah banget sumpah dan salfok radit terlihat sangat mungil di antara badan bapa damkar yang atletis sekali, but beda banget sama badan ladusing yang pada buncit wkwk 😂😂",2025-11-13T15:11:38Z,0
@anggieaprilliani9488,TERHARU BGT PAS BAGIAN HARI AYAH PLISSS,2025-11-13T15:07:52Z,0
@novitadewi1581,DAMKAR selalu di hati,2025-11-13T15:07:11Z,0
@aldahliakusumadewi6154,Iye anjir dulu suka ada monyet dateng kerumahhhh nyariin kutu kucing2 gueeee,2025-11-13T15:03:08Z,0
@munjaega.ineungeonga,tugas bombe lebih dari itu,2025-11-13T15:03:01Z,0
@channel_break,"Lebih berguna Dampar dari pada POLISI ,
DUUUUUIIIITTTTT MULU OTAKNYA",2025-11-13T14:53:02Z,0
@xsofiar,didn’t see it coming petugas damkar nyampein key message brandnya bisa se-smooth ituuuu ditambah tbtb ada sharing tumbuh kembang anak pulaa… ga salah pilih narsum sih inimah!,2025-11-13T14:37:49Z,0
@yukikst4435,Gaji polisi tuker sama gaji damkar boleh gak si 😅,2025-11-13T14:31:11Z,0
@Ferina.Pearl67,Mas Septian pas ngomongin anak suara nya bergetar nahan sedih haru 😢,2025-11-13T14:28:50Z,0
@puterapasundanofficial3544,"""Terima kasih Pak Damkar atas dedikasi dan keberanian Bapak dalam menjaga keselamatan kami. Api boleh menyala, tapi semangat Bapak jauh lebih berkobar. Salam hormat dari kami semua.""",2025-11-13T14:24:40Z,0
@irvantpambudi9332,"jadi inget bokap, beliau juga pensiunan damkar tp versi belum unlock skill bnyak kya skrg, paling bru dpt skill tawon slayer  aja wkwk",2025-11-13T14:23:33Z,0
@cherybintangsyakila6957,Makin yakin dan makin percaya sama damkar aja lahh...,2025-11-13T14:23:03Z,0
@nateriver6630,RESPECT !!! O7,2025-11-13T14:18:34Z,0
@giselle703,14:32 👏👏,2025-11-13T14:13:38Z,0
@tianalestari1941,Keren banget 🥰,2025-11-13T14:11:59Z,0
@rindianisulistia4470,"Institusi yang satu itu tuh harusnya malu dan mau belajar tentang tugas dan tanggung jawabnya sama damkar sih ya, bukannya gegayaan doang yang diutamain",2025-11-13T14:10:57Z,0
@ikayuliani4017,"kesini gara"" disuruh cicik"" yg tinggal dijepang",2025-11-13T14:10:53Z,0
@Shinazugawa1123,"hanpir semua profesi sudah hadir di podcast mas radit , ada satu yang belum.. 
siapa guys ,ga guna juga si 😂😂😂",2025-11-13T14:10:53Z,0
@yyyaaaaeeeee,mau nangiss ihh pa septiann🥹🥹🥹🥹,2025-11-13T14:09:35Z,0
@momorudi,"Tenang Bang Radit, bini lu tinggi. Jadi Alea sama Aca ada harapan 😂
Bantu ungkap dan tangkap para koruptor Bang damkar 😎",2025-11-13T14:05:04Z,1
@AlifanisaRahyan,kalian kalo mau liat series tentang damkar yang keren banget coba nontom chicago fire dehh,2025-11-13T13:58:32Z,0
@rahmiwennadia,"ini baru seragam yg cocok sama badannya, yg coklat coklat kan sering di custom seragamnya 👀",2025-11-13T13:57:53Z,0
@AmiraZahra-l2u,DAMKAR KERENNN,2025-11-13T13:52:18Z,0
@intan-tq8ic,Yg seragam coklat sering nganggep sepele masalah2 majikan mereka,2025-11-13T13:52:15Z,0
@fidanuraulia390,Ayo adain part 2 dateng ke kantor damkar sambil praktek bang radit 😂👏,2025-11-13T13:51:27Z,0
@AlifanisaRahyan,"wkwk polisi ngga ngapa2in, cuman nilang doang, sisanya damkar",2025-11-13T13:51:23Z,0
@r4._,Damkar mirip pasukan revolusi bisa menangani semua masalah. Apapun masalahnya lapor damkar,2025-11-13T13:49:50Z,0
@rizkikiki448,"Respect buat damkar sukses selalu, salah satu instansi paling bermanfaat untuk rakyat beda ama yg seragam coklat,",2025-11-13T13:47:48Z,0
@evinekemalaolviana4645,"Finally, Mas Septian",2025-11-13T13:47:05Z,0
@vinnyyuniar4646,respectttttttttt,2025-11-13T13:38:42Z,0
@MERSENSEN,Sehat-sehat selalu untuk para damkar dan semangat terus untuk membantu masyarakat,2025-11-13T13:37:45Z,0
@kameradd6401,mantapp respect sama body petugasnya🔥💪🏼💪🏼,2025-11-13T13:28:51Z,0
@Insigniaxhonkai,Saya rela bayar pajak bulanan buat instansi ini 😊,2025-11-13T13:27:37Z,0
@daniaryar,RESPECTT SALUT BGT SM DAMKAR!! salutt mas septian & komandan!!,2025-11-13T13:26:08Z,0
@AngelCarly-tl,"Kerennn, respect banget sama para damkar ini ❤❤❤",2025-11-13T13:18:40Z,0
@dindafortuna5573,Pak komandan sangat cocok dipanggil komandan. Kek ngomandan bgt gitu 😭,2025-11-13T13:17:36Z,44
@Fikrialff,damkar is the bestttt,2025-11-13T13:13:37Z,0
@AngelCarly-tl,Bg Radit jadi keliatan imut di kamera 😂😭,2025-11-13T13:12:47Z,0
@nuryananuryana4934,Ponakan q pernah panggil Damkar Krn di atap rumah ada sarang tawon.lgsung DTG ngusir tawon nya . trimakasih petugas Damkar .CPT merespon aduan masyarakat.,2025-11-13T13:11:38Z,1
@pradiptasaja-h9c9g,#Forever1312,2025-11-13T13:08:18Z,0
@goodafternoonnau,KEREEENNN,2025-11-13T13:05:10Z,0
@aisyahprananda5979,Selalu suka Damkar. Selalu ga suka yg berseragam tapi kalau Damkar boleh bgt,2025-11-13T13:03:25Z,0
@juangbintang3871,"tercermin dari muka2nya, tidak ada arogansi dan keangkuhan, emang the best instansi satu ini, ga kaya yang coklat2, melihat muka2 anggotanya aja ku tak sudi.",2025-11-13T13:00:51Z,529
@novidiana6145,"1 kata buat damkar , HEBAT",2025-11-13T12:56:33Z,1
@lavina_kamala,"Punya prinsip anti-judi itu keren banget, jalan menuju masa depan lebih aman   #BerantasJudiDaring  #BersamaBerantasJuring",2025-11-13T12:52:07Z,1
@azizatulkhoiriyah8888,Naikkan gaji damkar... 🎉 sukses dan sehat2 selalu semua petugas damkar,2025-11-13T12:50:32Z,0
@Krasotkateknomataram,The best damkar,2025-11-13T12:50:13Z,0
@Jaeminimarble,dua kata lucu : monyet berseragam,2025-11-13T12:49:25Z,0
@obliviate721,honesty pegawai damkar deserve more terutama gaji mereka tolong dinaikkan soalnya mereka bener2 berperan banget dan hadir selalu untuk masyarakat,2025-11-13T12:48:03Z,0
@lianlyan,"14:18  pak... tolong bawa bang radit ke kantornya, kyknya dia kepo banget dengan semua, terutama monyet nya 😂
Tolong pak.. 😂
Terima kasih banyak",2025-11-13T12:45:19Z,0
@deboraputri2804,❤❤❤,2025-11-13T12:43:30Z,0
@widyanitrirahayu,"PLISS KEREN BANGETT DAMMAR, sehat sehat pak. 😭",2025-11-13T12:41:13Z,0
@Aicinego,Harusnya gaji mereka ni besar karna mereka lebih mengayomi,2025-11-13T12:33:58Z,0
@zanuarefendy2933,Sepercaya itu masyarakat sama damkar drpd ladusing yang apa2 minta duit.,2025-11-13T12:32:14Z,0
@Tikadewi-jr5qp,GUE CUMA MAU BILANG GOKILLLLLLLLLL,2025-11-13T12:32:13Z,0
@OptoMahomi,"Damkarnya lg serius bang radit ktawa2 mlu 😂,mnimal tanya dlu ada gk hal2 lucu gtu...",2025-11-13T12:32:04Z,0
@haahasky,"kalo di inget inget emang mantap abang damkar ini, dulu pas mau interview kerja karena ini interview pertama saya jadi saya agak gugup dan saya sepontan buat minta bantuan langsung datang ke kantor damkar minta saran, awalnya emang agak bikin canggung kek apaan kayak gini ke damkar tapi akhirnya di terima dan ya deeptalk sekitar 1 jam, dan alhamdulillah nya selama ngobrol banyak saran yang bikin akhirnya saya masuk kerja, tapi cuma bertahan 3 bulan dan sekarang udah berhenti, pokoknya terima kasih pak semoga selalu sehat panjang umur dan jangan pernah menyerah untuk selalu mengabdi pada masyarakat pak🫡",2025-11-13T12:29:15Z,2
@suciwidiasariborupasaribu9612,#damkarsahabatmasyarakat,2025-11-13T12:28:25Z,0
@satriogalihseto7104,asli harus naik si gaji damkar,2025-11-13T12:26:00Z,1
@Nextbigthing1025,MAKASIH BANYAK DAMKAR LOVE U,2025-11-13T12:24:44Z,1
@aulianandatrisya6230,wah pademangan mana tuh? rumahku di kalimati pademangan😅,2025-11-13T12:24:34Z,0
@finisyamilatin117,LOVE DAMKAR ALWAYSS❤,2025-11-13T12:19:51Z,0
@TheTripOfWarr,keinget ada yg nyewa damkar buat ambil raport sekolah😂,2025-11-13T12:14:59Z,0
@rezqyagung7782,"jujur...
 ngaksuka sponsornya kebesaran",2025-11-13T12:13:55Z,0
@belovedfair6985,"perasaan tugas mengayomi masyarakat bukan damkar, tapi chuaksss kwkw",2025-11-13T12:09:20Z,1
@afkarezky,"sama2 rakyat indonesia, sama2 terdidik di indonesia, sama2 berseragam, tapi kenapa damkar lebih profesional dan dicintai masyarakat ya? apa yang membedakan?",2025-11-13T12:08:27Z,1
@yudanugrahavlog,Reputasi dankar lebih baik daripada polisi dan pol pp 😂,2025-11-13T12:07:23Z,1
@siyamifitriyana2301,"Sayangnya damkar ini naungannya dibawah Pemda, sedangkan keadaan keuangan masing-masing daerah itu gak sama, jadi gajinya ya tergantung kemampuan dan perhatian Pemdanya.. mungkin sebaiknya damkar ini jadi dibawah naungan pusat langsung deh, supaya kesejahteraannya lebih jelas",2025-11-13T12:04:22Z,1
@WiwitMonika,Wehh anjirrr demi apa aku ngakak plus kaget😂ada APD sarang tawon,2025-11-13T12:03:23Z,1
@hanihanifahamaliah5539,Di tahun 2023 lalu damkar di kota ku membantu meng evakuasi sarang lebah yang ukurannya sangat besar di rumahku,2025-11-13T11:58:24Z,1
@dumbaran5864,"anak gua SMP, cita citanya pengem jadi DAMKAR, aku bilang, kenapa g polisi aja de, g mah lebih bagus DAMKAR, soalnya kl jadi polisi banyak orang orang yv benci🙃",2025-11-13T11:57:30Z,0
@ilhammaulana-dw9yj,"40:24 
*""Airnya saya banyakin, biar kenyang anak saya.. ""*

~ANDRI aka Komandan Pemadam Los Angles.",2025-11-13T11:54:06Z,1
@jadenpanggabean8462,BOMBA LEBIH DARI ITU,2025-11-13T11:53:10Z,1
@MithaOman-fj6bb,Pahlawan yg sesungguhnya,2025-11-13T11:52:23Z,0
@ringgapamungkas210,"Definisi damkarnya luas, terus definisi polri apa bang damkar 😢 padahal harusnya lebih luas tapi kayanya scope kerjanya terluhat kecil",2025-11-13T11:41:32Z,1
@DwiLarassati-i2t,Damkarrrrr ❤❤❤❤❤,2025-11-13T11:39:18Z,1
@chandranovitasari2069,Andaikan yg selogan mengayomi masyarakat tertanam diseluruh instansi Indonesia syakinah mawadah warohmah ❤,2025-11-13T11:37:30Z,1
@enzozalera,"REAL MELAYANI MASYARAKAT TANPA PENCITRAAN, GA KAYA INSTANSI SEBELAH",2025-11-13T11:35:55Z,4
@xelinnaa,Kayaknya mending panggil damkar drpd polisi..,2025-11-13T11:26:11Z,1
@putriberli_,Bagus nih ngebahas kenapa ada persyaratan tinggi badan untuk profesi lapangan yang beneran penting kaya gini. thank u abangggg dan damkar Indonesia,2025-11-13T11:25:33Z,1
@rdnhisyam,"Bukannya yg coklat juga tugasnya melayani masyarakat, tpi baju coklat lebih begaya",2025-11-13T11:24:21Z,1
@sitikhoiriyah2110,"Bang radit bener2 out of the box, kemarin colabs sama bapak anaknya aka owner steak house, sekarang colabs sama damkar. Bener2 dapet wawasan baru. Thanks bang radit dan team. Sehat2 kalian❤",2025-11-13T11:22:28Z,1
@AzumiYamada-w7q,"Damkar lebih tanggap dari pada polisi 
Damkar lebih mengayomi dari pada polisi
Damkar lebih melayani dari pada polisi 
Pokoknya Damkar keren dah dari pada polisi",2025-11-13T11:20:23Z,1
@justkai-p1o,"salut kepada pak septian dan hormat kepada Pak Komandan , saya sebagai warga indonesia turut bangga terhadap mereka yang mengharumkan citra damkar",2025-11-13T11:10:09Z,0
@KhoirunnisaDinahDinayah,"Naikin udah gaji, tunjangan  dll nya",2025-11-13T11:07:45Z,0
@harunalrasyid327,"""Apapun laporan masyarakat, kita gak akan menganggap remeh."" Jadi minta tolong banget kalau kalian ketemu bapak-bapak damkar yang lagi nyalain sirine dijalan minggirlah jangan egois, ngalah sebentar kalian bisa membantu menyelamatkan nyawa orang & harta benda orang. Jadi minta tolong banget untuk berenti minggir sebentar aja untuk memudahkan tugas bapak-bapak damkar ini. 🙏🏼",2025-11-13T11:06:00Z,0
@arston_,"Damkar semua bisa, harusnya gajinya tinggi.",2025-11-13T11:05:50Z,1
@kalmasera,"11:23 ""berawal dari ketidakadaan, jadi kita adakan."" Luar biasa damkar 👏🏻👏🏻👏🏻👏🏻 semoga tetap amanah dalam menjalankan tugasm Aku sampe mimpi tuh, rumahku diserang kayak yang di film Pengepungan di Bukit Duri, dalam mimpi pun aku reflek lapor Pak RT buat minta tolong sama damkar. Bayangin tuh, di bawah alam sadarku aja aku lebih percaya damkar",2025-11-13T11:03:37Z,100
@miawhehe02,"2:46 ""hadir untuk masyarakat"", terima kasih pak 🙏",2025-11-13T11:02:48Z,0
@pelisa7pey,sehatt teruss bapakk❤❤,2025-11-13T10:56:09Z,0
@pelisa7pey,terimakasih pak damkar❤❤,2025-11-13T10:55:50Z,0
@rakyatbingung3145,gelar pahlawan harusnya jatuh ke mereka.. bukan soeharto.. binatang itu mah..,2025-11-13T10:55:13Z,0
@rudyrudy4063,"POLISI JUGA MENGAYOMI DAN MELINDUNGI MASYARAKAT
BRAVO POLRI",2025-11-13T10:54:50Z,0
@karimthok8031,"Apapun susunya ""zee"" Merknya",2025-11-13T10:42:09Z,0
@abdkiflisuleman9077,Makasih Damkar❤,2025-11-13T10:39:46Z,0
@ms.asparaguzt5314,kereeeennnn,2025-11-13T10:27:55Z,0
@WHISQADAYANI,enak bgt bapa bapa ini jelasinnya. mantap,2025-11-13T10:17:14Z,0
@NoirNK-18,"apa pun laporan masyarakat tidak disepelekan sama damkar , respek 🙇‍♀",2025-11-13T10:17:04Z,0
@AyuSadiah-d8m,"Sehat"" bapa"" damkar 😢😢😢😢",2025-11-13T10:16:11Z,0
@AyuSadiah-d8m,"Saya langsung ke sini gara"" liat tik tok nya cece"" yg di jepang 😢",2025-11-13T10:15:02Z,0
@unimira762,kereeeeen....sehat2 ya,2025-11-13T10:05:57Z,0
@AwaliuOFFICIAL,TUGAS BOMBA LEBIH DARI PADA ITU 🗿🔥,2025-11-13T10:05:01Z,0
@RossynandilaMaharani,"Keingetan pas tipes + gerd lagi kost gaada yg tolong karna posisi semua anak kost itu 1 kerjaan jadi gaada yg di kost plus bapak ibu kost lagi pergi ke hajatan . trus nelfon damkar , sung di anterin ke RS . Ampe di bantu telfonin mamah karna akunya ga sadar diri , untung bgt hp ku pake finger print jadi g susah buat bapak damkar buka hpku . Aku kepikiran nelfon damkar karna pernah liat orng sakit nelfoj damkar juga , aku gaada pilihan lain karna udah nelfon bu warteg ama pak galon gaada yg jawab . Mama ku otw pun masih jauh lagi buat sampe . Aku kalo ga ditolong keknya udah mati dah itu wkkwwk , makasih ya pak damkarrrr karawang",2025-11-13T09:57:33Z,481
@ineffablechaeng2186,Thank you damkar. we believe in you ❤,2025-11-13T09:57:24Z,1
@anishartanto,padahal katanya Instansi Coklat mengaku sebagai Pengayom masyarakat... tapi kok lebih mengayomi Damkar...,2025-11-13T09:55:52Z,0
@senoydiary5789,"Bangga sebagai keluarga besar Damkar, klo dulu mah dipandang sebelah mata.. 😅",2025-11-13T09:55:25Z,0
@maulanacharis7221,"""Kami Hadir"" simpel tapi valuenya bukan main untuk kepercayaan masyarakat",2025-11-13T09:49:23Z,0
@teguhsunandar8165,"sepanjang vidio mas septian suaranya breaking terus 😢
panjang umur dan sehat orang2 baik",2025-11-13T09:48:35Z,0
@ameeradwiwa9547,"Di daerah saya,pernah ada damkar nanganin ngelepas cincin di alat kelamin pria 😂",2025-11-13T09:46:19Z,0
@ikarisdaamalia8703,Inimah ganti DAMKAR jadi DAMCARE,2025-11-13T09:45:33Z,0
@karralovina8018,Tidak meremehkan setiap laporan.... ❤❤,2025-11-13T09:45:22Z,0
@jeantadong2238,"Gue rela bgt pajak gue di bayarkan lebih ke mereka. 

Termasuk ke Guru dan Nakes.",2025-11-13T09:44:04Z,0
@xoxocommm,lebih respek sama damkar dari pada sama polisi,2025-11-13T09:41:19Z,0
@caeciliaratna,masuka buat susu Zee.. ada yg low sugar 😊😊😊,2025-11-13T09:40:43Z,0
@NUNANANA0813,DAMKAR ADALAH PAHLAWAN NASIONAL,2025-11-13T09:33:30Z,0
@NUNANANA0813,TOLONG NAIKKAN GAJI DAMKAR,2025-11-13T09:32:02Z,0
@schadenfreude96,Iklan kali ini membuat seorang raditya dika tertekan karena membahas tinggi badan 😂,2025-11-13T09:29:13Z,11
@nurhasanahfaiziah5182,apapun masalah nya damkar solusinya keren siihhh🖤🖤🖤,2025-11-13T09:26:43Z,0
@dhonie89,"NAIKKAN TUNJANGAN DAMKAR , PER KEJADIAN",2025-11-13T09:22:33Z,0
@a.m.7749,#PercumaLaporPolisi #LaporDamkarAja,2025-11-13T09:19:07Z,0
@riskiiskandar1484,respect 🫡,2025-11-13T09:18:41Z,0
@freezone3065,Sedangkam s partai coklat pemboros anggaran negara tp kerjanya bikin kesel rakyat musuh rakyat juga,2025-11-13T09:18:26Z,0
@mahfudshadows1,eps terbaik,2025-11-13T09:11:42Z,0
@vermouthrum,susu Zee?,2025-11-13T09:11:14Z,0
@Tiara71954,apresiasi besar!,2025-11-13T09:07:46Z,0
@mutiasari645,Tinggi harus diatas 170cm better dit...cemas kau dit...😂😂😂,2025-11-13T09:07:31Z,0
@dedydoow7802,"Trimakasih dr lubuk hati yg terdalam dr kami pak... Masyarakat..
Kami sangat mengapresiasi dan bersyukur..
Dihargai, dipedulikan, didengar  dan bahkan ditolong..
Dr hal yg mungkin sepele, sampai menangani hal yg darurat.. kalian selalu ada 😢❤

DAMKAR selalu di HATI 😊",2025-11-13T09:05:45Z,4
@IrfanKuu77,Gagah bgt sih 😂😂😂😊😊,2025-11-13T09:01:01Z,0
@elha91,"Andai mental para POLISI seperti para DAMKAR ini yang bener bener mau hadir untuk masyarakat, pasti masyarakat akan sangat terlayani..",2025-11-13T08:58:08Z,1
@saibetronmegatron6458,👋,2025-11-13T08:57:56Z,0
@erloswanggo943.,Kalau saja polllisi seperti ini,2025-11-13T08:54:48Z,0
@helodita-t5n,respect bangettttt,2025-11-13T08:50:50Z,0
@lucianalogy11,jadi mau beli susu zee,2025-11-13T08:49:23Z,0
@alfianidellona,terus konsisten menjadi kepercayaan masyarakat,2025-11-13T08:43:06Z,0
@alfianidellona,"sedihnya om septian, sehat selalu untuk om dan keluarganya",2025-11-13T08:42:24Z,0
@syifakhairul9033,"Keren banget andri.,",2025-11-13T08:41:50Z,0
